   ID   PROVIDER            MODULE                          FUNCTION NAME
88688        fbt               ufs                    ufs_xattrmkdir return
88689        fbt               ufs              ufs_trans_push_quota entry
88690        fbt               ufs              ufs_trans_push_quota return
88691        fbt               ufs                         top_delta entry
88692        fbt               ufs                         top_delta return
88693        fbt               ufs                        bmap_write entry
88694        fbt               ufs                        bmap_write return
88695        fbt               ufs              ufs_trans_push_inode entry
88696        fbt               ufs              ufs_trans_push_inode return
88697        fbt               ufs                        ufs_rmidle entry
88698        fbt               ufs                        ufs_rmidle return
88699        fbt               ufs                          formvsec entry
88700        fbt               ufs                          formvsec return
88701        fbt               ufs                        ufs_si_del entry
88702        fbt               ufs                        ufs_si_del return
88703        fbt               ufs                 ufs_itimes_nolock entry
88704        fbt               ufs                 ufs_itimes_nolock return
88705        fbt               ufs                        ufs_syncip entry
88706        fbt               ufs                        ufs_syncip return
88707        fbt               ufs                            dqrele entry
88708        fbt               ufs                            dqrele return
88709        fbt               ufs                        ufs_update entry
88710        fbt               ufs                        ufs_update return
88711        fbt               ufs                     logmap_cancel entry
88712        fbt               ufs                     logmap_cancel return
88713        fbt               ufs                    ufs_sync_indir entry
88714        fbt               ufs                    ufs_sync_indir return
88715        fbt               ufs                    ufs_sync_inode entry
88716        fbt               ufs                    ufs_sync_inode return
88717        fbt               ufs                     logmap_commit entry
88718        fbt               ufs                     logmap_commit return
88719        fbt               ufs                    ufs_thread_run entry
88720        fbt               ufs                    ufs_thread_run return
88721        fbt               ufs                logmap_need_commit entry
88722        fbt               ufs                logmap_need_commit return
88723        fbt               ufs                       bmap_set_bn entry
88724        fbt               ufs                       bmap_set_bn return
88725        fbt               ufs                logmap_free_cancel entry
88726        fbt               ufs                logmap_free_cancel return
88727        fbt               ufs               ufs_thread_continue entry
88728        fbt               ufs               ufs_thread_continue return
88729        fbt               ufs               lufs_write_strategy entry
88730        fbt               ufs               lufs_write_strategy return
88731        fbt               ufs          ufs_lockfs_begin_getpage entry
88732        fbt               ufs          ufs_lockfs_begin_getpage return
88733        fbt               ufs                     si_cache_init entry
88734        fbt               ufs                     si_cache_init return
88735        fbt               ufs                            qtinit entry
88736        fbt               ufs                            qtinit return
88737        fbt               ufs                           acl_cpy entry
88738        fbt               ufs                           acl_cpy return
88739        fbt               ufs                 ufs_fiologdisable entry
88740        fbt               ufs                 ufs_fiologdisable return
88741        fbt               ufs                   logmap_iscancel entry
88742        fbt               ufs                   logmap_iscancel return
88743        fbt               ufs           ufs_delete_adjust_stats entry
88744        fbt               ufs           ufs_delete_adjust_stats return
88745        fbt               ufs                       ufs_acl_get entry
88746        fbt               ufs                       ufs_acl_get return
88747        fbt               ufs                       ufs_acl_set entry
88748        fbt               ufs                       ufs_acl_set return
88749        fbt               ufs                   ldl_need_commit entry
88750        fbt               ufs                   ldl_need_commit return
88751        fbt               ufs                   ldl_push_commit entry
88752        fbt               ufs                   ldl_push_commit return
88753        fbt               ufs                    ufs_alloc_data entry
88754        fbt               ufs                    ufs_alloc_data return
88755        fbt               ufs                   ufs_checkaccton entry
88756        fbt               ufs                   ufs_checkaccton return
88757        fbt               ufs                         realloccg entry
88758        fbt               ufs                         realloccg return
88759        fbt               ufs                     lufs_strategy entry
88760        fbt               ufs                     lufs_strategy return
88761        fbt               ufs           logmap_forceroll_nowait entry
88762        fbt               ufs           logmap_forceroll_nowait return
88763        fbt               ufs                         bmap_find entry
88764        fbt               ufs                         bmap_find return
88765        fbt               ufs                         bmap_read entry
88766        fbt               ufs                         bmap_read return
88767        fbt               ufs                       ufs_allocsp entry
88768        fbt               ufs                       ufs_allocsp return
88769        fbt               ufs                          fragacct entry
88770        fbt               ufs                          fragacct return
88771        fbt               ufs                  ufs_fiologenable entry
88772        fbt               ufs                  ufs_fiologenable return
88773        fbt               ufs             logmap_need_roll_sync entry
88774        fbt               ufs             logmap_need_roll_sync return
88775        fbt               ufs                      invalidatedq entry
88776        fbt               ufs                      invalidatedq return
88777        fbt               ufs                           qtinit2 entry
88778        fbt               ufs                           qtinit2 return
88779        fbt               ufs                    logmap_logscan entry
88780        fbt               ufs                    logmap_logscan return
88781        fbt               ufs                       ufs_quiesce entry
88782        fbt               ufs                       ufs_quiesce return
88783        fbt               ufs                          dqupdate entry
88784        fbt               ufs                          dqupdate return
88785        fbt               ufs                    ufs_free_inode entry
88786        fbt               ufs                    ufs_free_inode return
88787        fbt               ufs                    ufs_idle_drain entry
88788        fbt               ufs                    ufs_idle_drain return
88789        fbt               ufs                    ufs_acl_access entry
88790        fbt               ufs                    ufs_acl_access return
88791        fbt               ufs                       alloc_rdbuf entry
88792        fbt               ufs                       alloc_rdbuf return
88793        fbt               ufs                       alloc_wrbuf entry
88794        fbt               ufs                       alloc_wrbuf return
88795        fbt               ufs               log_roll_write_bufs entry
88796        fbt               ufs               log_roll_write_bufs return
88797        fbt               ufs                           blkpref entry
88798        fbt               ufs                           blkpref return
88799        fbt               ufs                     ldl_need_roll entry
88800        fbt               ufs                     ldl_need_roll return
88801        fbt               ufs                         ufs_fioio entry
88802        fbt               ufs                         ufs_fioio return
88803        fbt               ufs                         ufs_fault entry
88804        fbt               ufs                         ufs_fault return
88805        fbt               ufs                         ufs_flush entry
88806        fbt               ufs                         ufs_flush return
88807        fbt               ufs                         ufs_iinit entry
88808        fbt               ufs                         ufs_iinit return
88809        fbt               ufs                         ufs_ifree entry
88810        fbt               ufs                         ufs_ifree return
88811        fbt               ufs                         ufs_imark entry
88812        fbt               ufs                         ufs_imark return
88813        fbt               ufs                         ufs_rdwri entry
88814        fbt               ufs                         ufs_rdwri return
88815        fbt               ufs                        lufs_snarf entry
88816        fbt               ufs                        lufs_snarf return
88817        fbt               ufs                     ufs_idle_some entry
88818        fbt               ufs                     ufs_idle_some return
88819        fbt               ufs                       ufs_si_free entry
88820        fbt               ufs                       ufs_si_free return
88821        fbt               ufs                       ufs_si_load entry
88822        fbt               ufs                       ufs_si_load return
88823        fbt               ufs                       ldl_sethead entry
88824        fbt               ufs                       ldl_sethead return
88825        fbt               ufs                       ldl_settail entry
88826        fbt               ufs                       ldl_settail return
88827        fbt               ufs                          sbupdate entry
88828        fbt               ufs                          sbupdate return
88829        fbt               ufs                       ldl_bufsize entry
88830        fbt               ufs                       ldl_bufsize return
88831        fbt               ufs                   ufs_fiodirectio entry
88832        fbt               ufs                   ufs_fiodirectio return
88833        fbt               ufs                       ufs_sbwrite entry
88834        fbt               ufs                       ufs_sbwrite return
88835        fbt               ufs                      ufs_fioislog entry
88836        fbt               ufs                      ufs_fioislog return
88837        fbt               ufs                           closedq entry
88838        fbt               ufs                           closedq return
88839        fbt               ufs              ldl_logscan_nbcommit entry
88840        fbt               ufs              ldl_logscan_nbcommit return
88841        fbt               ufs               ufs_lockfs_trybegin entry
88842        fbt               ufs               ufs_lockfs_trybegin return
88843        fbt               ufs                    top_begin_sync entry
88844        fbt               ufs                    top_begin_sync return
88845        fbt               ufs            logmap_need_roll_async entry
88846        fbt               ufs            logmap_need_roll_async return
88847        fbt               ufs                 ufs_unhook_shadow entry
88848        fbt               ufs                 ufs_unhook_shadow return
88849        fbt               ufs                    ufsfx_unlockfs entry
88850        fbt               ufs                    ufsfx_unlockfs return
88851        fbt               ufs                        contigpref entry
88852        fbt               ufs                        contigpref return
88853        fbt               ufs                           dirpref entry
88854        fbt               ufs                           dirpref return
88855        fbt               ufs                      ufs_putapage entry
88856        fbt               ufs                      ufs_putapage return
88857        fbt               ufs                      top_seterror entry
88858        fbt               ufs                      top_seterror return
88859        fbt               ufs                    ufs_vfs_remove entry
88860        fbt               ufs                    ufs_vfs_remove return
88861        fbt               ufs                  logmap_forceroll entry
88862        fbt               ufs                  logmap_forceroll return
88863        fbt               ufs                   ldl_logscan_end entry
88864        fbt               ufs                   ldl_logscan_end return
88865        fbt               ufs                          ldl_read entry
88866        fbt               ufs                          ldl_read return
88867        fbt               ufs                           top_log entry
88868        fbt               ufs                           top_log return
88869        fbt               ufs                       ufs_dirlook entry
88870        fbt               ufs                       ufs_dirlook return
88871        fbt               ufs                           dqinval entry
88872        fbt               ufs                           dqinval return
88873        fbt               ufs                      ldl_seterror entry
88874        fbt               ufs                      ldl_seterror return
88875        fbt               ufs                     ldl_has_space entry
88876        fbt               ufs                     ldl_has_space return
88877        fbt               ufs                     lufs_hd_genid entry
88878        fbt               ufs                     lufs_hd_genid return
88879        fbt               ufs                   ufs_checkswapon entry
88880        fbt               ufs                   ufs_checkswapon return
88881        fbt               ufs                  logmap_next_roll entry
88882        fbt               ufs                  logmap_next_roll return
88883        fbt               ufs                    logmap_settail entry
88884        fbt               ufs                    logmap_settail return
88885        fbt               ufs                    logmap_sethead entry
88886        fbt               ufs                    logmap_sethead return
88887        fbt               ufs                   logmap_roll_dev entry
88888        fbt               ufs                   logmap_roll_dev return
88889        fbt               ufs                 ufs_trans_push_si entry
88890        fbt               ufs                 ufs_trans_push_si return
88891        fbt               ufs             ufs_delete_drain_wait entry
88892        fbt               ufs             ufs_delete_drain_wait return
88893        fbt               ufs                    ufs_lockfs_end entry
88894        fbt               ufs                    ufs_lockfs_end return
88895        fbt               ufs                          quotactl entry
88896        fbt               ufs                          quotactl return
88897        fbt               ufs                       ufs_fiosdio entry
88898        fbt               ufs                       ufs_fiosdio return
88899        fbt               ufs                       ufs_fiotune entry
88900        fbt               ufs                       ufs_fiotune return
88901        fbt               ufs                       ufs_fiogdio entry
88902        fbt               ufs                       ufs_fiogdio return
88903        fbt               ufs                       ufs_fiolfss entry
88904        fbt               ufs                       ufs_fiolfss return
88905        fbt               ufs                      ldl_strategy entry
88906        fbt               ufs                      ldl_strategy return
88907        fbt               ufs                       ufs_vfs_add entry
88908        fbt               ufs                       ufs_vfs_add return
88909        fbt               ufs                          setblock entry
88910        fbt               ufs                          setblock return
88911        fbt               ufs                   ufs_scan_inodes entry
88912        fbt               ufs                   ufs_scan_inodes return
88913        fbt               ufs              ufs_trans_trunc_resv entry
88914        fbt               ufs              ufs_trans_trunc_resv return
88915        fbt               ufs                   ufs_snap_delete entry
88916        fbt               ufs                   ufs_snap_delete return
88917        fbt               ufs                   ufs_snap_create entry
88918        fbt               ufs                   ufs_snap_create return
88919        fbt               ufs                    bmap_has_holes entry
88920        fbt               ufs                    bmap_has_holes return
88921        fbt               ufs                       ufs_fbwrite entry
88922        fbt               ufs                       ufs_fbwrite return
88923        fbt               ufs                   ufs_free_blocks entry
88924        fbt               ufs                   ufs_free_blocks return
88925        fbt               ufs                   ufs_direnter_cm entry
88926        fbt               ufs                   ufs_direnter_cm return
88927        fbt               ufs                   ufs_direnter_lr entry
88928        fbt               ufs                   ufs_direnter_lr return
88929        fbt               ufs                     top_read_roll entry
88930        fbt               ufs                     top_read_roll return
88931        fbt               ufs                    ufs_tryirwlock entry
88932        fbt               ufs                    ufs_tryirwlock return
88933        fbt               ufs                     ufs_fiosatime entry
88934        fbt               ufs                     ufs_fiosatime return
88935        fbt               ufs                      lufs_unsnarf entry
88936        fbt               ufs                      lufs_unsnarf return
88937        fbt               ufs                     ufs_trans_dir entry
88938        fbt               ufs                     ufs_trans_dir return
88939        fbt               ufs                         lufs_init entry
88940        fbt               ufs                         lufs_init return
88941        fbt               ufs                          ufs_iget entry
88942        fbt               ufs                          ufs_iget return
88943        fbt               ufs                          ufs_thaw entry
88944        fbt               ufs                          ufs_thaw return
88945        fbt               ufs                      handle_dquot entry
88946        fbt               ufs                      handle_dquot return
88947        fbt               ufs                        ufsfx_init entry
88948        fbt               ufs                        ufsfx_init return
88949        fbt               ufs                    trans_not_done entry
88950        fbt               ufs                    trans_not_done return
88951        fbt               ufs                      top_iscancel entry
88952        fbt               ufs                      top_iscancel return
88953        fbt               ufs                    trans_not_wait entry
88954        fbt               ufs                    trans_not_wait return
88955        fbt               ufs                      lufs_disable entry
88956        fbt               ufs                      lufs_disable return
88957        fbt               ufs                       ufsfx_mount entry
88958        fbt               ufs                       ufsfx_mount return
88959        fbt               ufs              ufs_xattr_getattrdir entry
88960        fbt               ufs              ufs_xattr_getattrdir return
88961        fbt               ufs              ufs_tryirwlock_trans entry
88962        fbt               ufs              ufs_tryirwlock_trans return
88963        fbt               ufs                      si_cache_del entry
88964        fbt               ufs                      si_cache_del return
88965        fbt               ufs                     ldl_savestate entry
88966        fbt               ufs                     ldl_savestate return
88967        fbt               ufs                 ufs_xattrdirempty entry
88968        fbt               ufs                 ufs_xattrdirempty return
88969        fbt               ufs                   logmap_list_put entry
88970        fbt               ufs                   logmap_list_put return
88971        fbt               ufs                   logmap_list_get entry
88972        fbt               ufs                   logmap_list_get return
88973        fbt               ufs                       ufs_iaccess entry
88974        fbt               ufs                       ufs_iaccess return
88975        fbt               ufs                   ufs_thread_exit entry
88976        fbt               ufs                   ufs_thread_exit return
88977        fbt               ufs                   ufs_thread_idle entry
88978        fbt               ufs                   ufs_thread_init entry
88979        fbt               ufs                   ufs_thread_init return
88980        fbt               ufs                 ufs_thread_delete entry
88981        fbt               ufs                  ufs_lockfs_begin entry
88982        fbt               ufs                  ufs_lockfs_begin return
88983        fbt               ufs                  map_free_entries entry
88984        fbt               ufs                  map_free_entries return
88985        fbt               ufs                  ufs_reconcile_fs entry
88986        fbt               ufs                  ufs_reconcile_fs return
88987        fbt               ufs                     ufs_iinactive entry
88988        fbt               ufs                     ufs_iinactive return
88989        fbt               ufs                 ufs_trans_onerror entry
88990        fbt               ufs                 ufs_trans_onerror return
88991        fbt               ufs                     ufs_fioisbusy entry
88992        fbt               ufs                     ufs_fioisbusy return
88993        fbt               ufs              deltamap_need_commit entry
88994        fbt               ufs              deltamap_need_commit return
